"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","qtrly_estabs","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_chg","oty_qtrly_estabs_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"23023","1","10","71","0","2025","2","",11,372,371,366,10036858,0,0,2089,"",1.70,1.16,1.16,1.13,1.46,0.00,0.00,1.27,"",-1,-8.3,1,0.3,7,1.9,-3,-0.8,-498936,-4.7,0,0.0,0,0.0,-113,-5.1
"23023","2","10","71","0","2025","2","",2,21,21,21,380784,0,0,1395,"",0.26,0.04,0.04,0.04,0.04,0.00,0.00,1.01,"",0,0.0,0,0.0,0,0.0,0,0.0,22703,6.3,0,0.0,0,0.0,83,6.3
"23023","3","10","71","0","2025","2","",69,1582,1595,1616,22831940,103266,1478,1099,"",3.77,0.97,0.97,0.99,0.94,0.25,0.58,0.96,"",-1,-1.4,-55,-3.4,-42,-2.6,-22,-1.3,597762,2.7,41431,67.0,958,184.2,54,5.2
"23023","5","10","71","0","2025","2","",1218,14828,14942,15158,240964615,23280668,464457,1238,"",0.96,1.04,1.03,1.03,1.03,1.02,1.00,1.00,"",-39,-3.1,83,0.6,-276,-1.8,-491,-3.1,10234709,4.4,-4055068,-14.8,-68136,-12.8,71,6.1
"23025","0","10","70","0","2025","2","",1541,15382,15764,16250,226207688,28642057,645279,1101,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-45,-2.8,-340,-2.2,-417,-2.6,-461,-2.8,7311283,3.3,-2687437,-8.6,-44439,-6.4,62,6.0
"23025","1","10","71","0","2025","2","",30,177,171,173,3509668,0,0,1555,"",3.90,0.60,0.58,0.57,0.62,0.00,0.00,1.07,"",0,0.0,-3,-1.7,-11,-6.0,-10,-5.5,-480504,-12.0,0,0.0,0,0.0,-135,-8.0
"23025","2","10","71","0","2025","2","",6,271,218,224,3321814,8473,302,1075,"",0.65,0.56,0.44,0.44,0.42,0.04,0.52,0.88,"",0,0.0,-5,-1.8,-39,-15.2,1,0.4,153749,4.9,-2431,-22.3,-148,-32.9,108,11.2
"23025","3","10","71","0","2025","2","",107,2068,2103,2106,25624387,358598,3713,942,"",4.93,1.39,1.38,1.37,1.27,0.71,1.05,0.92,"",0,0.0,-20,-1.0,-40,-1.9,-51,-2.4,690932,2.8,-16347,-4.4,-115,-3.0,41,4.6
"23025","5","10","71","0","2025","2","",1398,12866,13272,13747,193751819,28274986,641264,1121,"",0.93,0.98,0.99,0.99,1.01,1.01,1.00,1.02,"",-45,-3.1,-312,-2.4,-327,-2.4,-401,-2.8,6947106,3.7,-2668659,-8.6,-44176,-6.4,68,6.5
"23027","0","10","70","0","2025","2","",1404,11011,11364,11700,153390555,20687933,512461,1039,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-63,-4.3,30,0.3,-67,-0.6,-186,-1.6,5565478,3.8,-1641405,-7.4,-22640,-4.2,44,4.4
"23027","1","10","71","0","2025","2","",22,76,73,72,1144508,0,0,1195,"",3.14,0.36,0.34,0.33,0.30,0.00,0.00,0.87,"",0,0.0,-1,-1.3,-1,-1.4,-4,-5.3,17606,1.6,0,0.0,0,0.0,49,4.3
"23027","2","10","71","0","2025","2","",1,11,11,11,193040,0,0,1350,"",0.12,0.03,0.03,0.03,0.04,0.00,0.00,1.17,"",0,0.0,0,0.0,0,0.0,0,0.0,10745,5.9,0,0.0,0,0.0,75,5.9
"23027","3","10","71","0","2025","2","",99,1588,1582,1591,18944143,344253,4581,918,"",5.00,1.49,1.44,1.44,1.39,0.95,1.63,0.95,"",5,5.3,102,6.9,57,3.7,17,1.1,2192880,13.1,-27204,-7.3,-285,-5.9,75,8.9
"23027","5","10","71","0","2025","2","",1282,9336,9698,10026,133108864,20343680,507880,1057,"",0.94,0.99,1.00,1.00,1.02,1.01,1.00,1.02,"",-68,-5.0,-71,-0.8,-123,-1.3,-199,-1.9,3344247,2.6,-1614201,-7.4,-22355,-4.2,40,3.9
"23029","0","10","70","0","2025","2","",1159,9869,10108,10217,125652409,19115721,468126,960,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-39,-3.3,-66,-0.7,-163,-1.6,-184,-1.8,2721087,2.2,-747708,-3.8,-1962,-0.4,33,3.6
"23029","1","10","71","0","2025","2","",40,321,325,325,7220595,0,0,1716,"",6.92,1.70,1.71,1.69,2.30,0.00,0.00,1.35,"",0,0.0,-4,-1.2,-12,-3.6,-6,-1.8,-835095,-10.4,0,0.0,0,0.0,-156,-8.3
"23029","2","10","71","0","2025","2","",20,382,347,355,4650972,13827,142,990,"",2.90,1.22,1.09,1.12,1.07,0.11,0.33,0.93,"",0,0.0,9,2.4,-20,-5.4,6,1.7,167538,3.7,-24048,-63.5,-318,-69.1,40,4.2
"23029","3","10","71","0","2025","2","",121,1974,2027,2008,21275371,959930,21401,817,"",7.41,2.07,2.07,2.08,1.90,2.85,8.33,0.92,"",-1,-0.8,-19,-1.0,24,1.2,18,0.9,1271122,6.4,-79297,-7.6,-3062,-12.5,46,6.0
"23029","5","10","71","0","2025","2","",978,7192,7409,7529,92505471,18141964,446583,965,"",0.87,0.85,0.86,0.86,0.86,0.97,0.96,1.01,"",-38,-3.7,-52,-0.7,-155,-2.0,-202,-2.6,2117522,2.3,-644363,-3.4,1418,0.3,40,4.3
"23031","0","10","70","0","2025","2","",8500,76277,80426,84165,1240115755,156586914,3783207,1188,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-414,-4.6,36,0.0,-102,-0.1,-274,-0.3,55437584,4.7,-4325860,-2.7,-12234,-0.3,55,4.9
"23031","1","10","71","0","2025","2","",54,7869,7862,7865,184648292,0,0,1806,"",1.27,5.40,5.19,4.97,5.95,0.00,0.00,1.15,"",0,0.0,201,2.6,206,2.7,268,3.5,3956772,2.2,0,0.0,0,0.0,-13,-0.7
"23031","2","10","71","0","2025","2","",12,442,405,406,5441547,68371,767,1002,"",0.24,0.18,0.16,0.16,0.13,0.06,0.22,0.76,"",1,9.1,-10,-2.2,-4,-1.0,6,1.5,161528,3.1,-51946,-43.2,-461,-37.5,36,3.7
"23031","3","10","71","0","2025","2","",232,8901,9034,9374,126209812,605331,9636,1067,"",1.94,1.21,1.16,1.18,1.14,0.22,0.46,0.97,"",4,1.8,264,3.1,179,2.0,466,5.2,8754420,7.5,183559,43.5,802,9.1,40,3.9
"23031","5","10","71","0","2025","2","",8202,59065,63125,66520,923816104,155913212,3772804,1130,"",0.99,0.91,0.92,0.92,0.88,1.02,1.00,0.95,"",-419,-4.9,-419,-0.7,-483,-0.8,-1014,-1.5,42564864,4.8,-4457473,-2.8,-12575,-0.3,63,5.9
"23999","0","10","70","0","2025","2","",10130,31019,31665,31660,771471535,69804388,1856290,1887,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",4187,70.5,3102,11.1,3498,12.4,3145,11.0,115614631,17.6,11570582,19.9,219993,13.4,98,5.5
"23999","1","10","71","0","2025","2","",67,923,935,934,24278610,0,0,2007,"",1.33,1.56,1.57,1.57,1.26,0.00,0.00,0.80,"",1,1.5,138,17.6,123,15.1,104,12.5,2149984,9.7,0,0.0,0,0.0,-97,-4.6
"23999","2","10","71","0","2025","2","",10,33,31,28,558274,6001,257,1400,"",0.17,0.03,0.03,0.03,0.02,0.01,0.15,0.67,"",-4,-28.6,-24,-42.1,-24,-43.6,-26,-48.1,-614249,-52.4,-10667,-64.0,-83,-24.4,-230,-14.1
"23999","3","10","71","0","2025","2","",3,61,68,50,663513,0,0,855,"",0.02,0.02,0.02,0.02,0.01,0.00,0.00,0.49,"",-3,-50.0,-53,-46.5,-63,-48.1,-43,-46.2,-370560,-35.8,0,0.0,0,0.0,149,21.1
"23999","5","10","71","0","2025","2","",10050,30002,30631,30648,745971138,69798387,1856033,1886,"",1.02,1.13,1.13,1.13,1.14,1.02,1.01,1.00,"",4193,71.6,3041,11.3,3462,12.7,3110,11.3,114449456,18.1,11581249,19.9,220076,13.5,102,5.7
"24000","0","10","50","0","2025","2","",199640,2752441,2773880,2782525,53905837606,2907178376,44026617,1497,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",3389,1.7,-5521,-0.2,-5198,-0.2,-19771,-0.7,1512932191,2.9,-103869769,-3.4,938379,2.2,47,3.2
"24000","1","10","51","0","2025","2","",1221,157623,155252,152725,4992313962,0,0,2474,"",1.23,3.00,2.97,2.92,3.70,0.00,0.00,1.25,"",-34,-2.7,-3607,-2.2,-6096,-3.8,-8512,-5.3,-280241727,-5.3,0,0.0,0,0.0,-41,-1.6
"24000","2","10","51","0","2025","2","",476,107709,108798,110128,2118044624,213252,4280,1496,"",0.40,1.24,1.25,1.28,1.13,0.01,0.11,0.90,"",-5,-1.0,-560,-0.5,-834,-0.8,-1144,-1.0,161081679,8.2,139769,190.2,2892,208.4,124,9.0
"24000","3","10","51","0","2025","2","",2138,270172,272136,267974,5051999894,1558866,20999,1439,"",0.76,1.01,1.01,1.02,1.05,0.03,0.09,1.04,"",-4,-0.2,5008,1.9,4936,1.8,2323,0.9,216416015,4.5,-54779,-3.4,2407,12.9,41,2.9
"24000","5","10","51","0","2025","2","",195805,2216937,2237694,2251698,41743479126,2905406258,44001338,1436,"",1.01,0.94,0.95,0.95,0.91,1.02,1.01,0.96,"",3432,1.8,-6362,-0.3,-3204,-0.1,-12438,-0.5,1415676224,3.5,-103954759,-3.5,933080,2.2,53,3.8
"24000","8","10","96","0","2025","2","",3835,535504,536186,530827,12162358480,1772118,25279,1751,"",0.77,1.32,1.31,1.32,1.52,0.02,0.09,1.15,"",-43,-1.1,841,0.2,-1994,-0.4,-7333,-1.4,97255967,0.8,84990,5.0,5299,26.5,23,1.3
"24001","0","10","70","0","2025","2","",1569,26908,26731,26003,349764687,28726513,509703,1013,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-6,-0.4,104,0.4,-263,-1.0,-214,-0.8,11489716,3.4,-1850952,-6.1,-15364,-2.9,37,3.8
"24001","1","10","71","0","2025","2","",27,538,533,529,10825309,0,0,1561,"",3.45,1.05,1.06,1.08,1.24,0.00,0.00,1.16,"",-1,-3.6,48,9.8,38,7.7,32,6.4,-334652,-3.0,0,0.0,0,0.0,-177,-10.2
"24001","2","10","71","0","2025","2","",12,2348,2339,2373,45472399,0,0,1486,"",1.29,2.76,2.79,2.94,3.75,0.00,0.00,1.33,"",0,0.0,-65,-2.7,-110,-4.5,-97,-3.9,3057732,7.2,0,0.0,0,0.0,151,11.3
"24001","3","10","71","0","2025","2","",43,3211,3187,2391,43677699,27053,82,1147,"",1.95,1.23,1.23,0.97,1.40,0.05,0.03,1.22,"",0,0.0,54,1.7,-16,-0.5,-3,-0.1,1445435,3.4,8165,43.2,25,43.9,34,3.1
"24001","5","10","71","0","2025","2","",1487,20811,20672,20710,249789280,28699460,509621,927,"",0.97,0.91,0.91,0.93,0.84,1.02,1.01,0.92,"",-5,-0.3,67,0.3,-175,-0.8,-146,-0.7,7321201,3.0,-1859117,-6.1,-15389,-2.9,31,3.5
"24003","0","10","70","0","2025","2","",16337,291524,293951,295847,5762665712,320110180,4567314,1509,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",403,2.5,5976,2.1,5770,2.0,4084,1.4,253743516,4.6,-253835,-0.1,297422,7.0,40,2.7
"24003","1","10","71","0","2025","2","",117,15102,14941,14948,398836448,0,0,2046,"",1.44,2.71,2.70,2.68,2.76,0.00,0.00,1.02,"",-7,-5.6,-243,-1.6,-421,-2.7,-386,-2.5,-26097439,-6.1,0,0.0,0,0.0,-84,-3.9
"24003","2","10","71","0","2025","2","",85,11744,12093,12362,242687679,17244,0,1547,"",0.87,1.27,1.31,1.35,1.21,0.01,0.00,0.93,"",-1,-1.2,61,0.5,47,0.4,67,0.5,22124159,10.0,17244,100.0,0,0.0,134,9.5
"24003","3","10","71","0","2025","2","",171,24133,24184,23818,456945477,64926,1807,1462,"",0.74,0.85,0.85,0.85,0.89,0.01,0.07,1.05,"",0,0.0,448,1.9,222,0.9,-1276,-5.1,26032006,6.0,-47833,-42.4,889,96.8,95,6.9
"24003","5","10","71","0","2025","2","",15964,240545,242733,244719,4664196108,320028010,4565507,1479,"",1.00,0.97,0.97,0.97,0.95,1.02,1.01,0.98,"",411,2.6,5710,2.4,5922,2.5,5679,2.4,231684790,5.2,-223246,-0.1,296533,6.9,40,2.8
"24005","0","10","70","0","2025","2","",23965,370257,373407,374247,6658518487,413730202,6145466,1375,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",708,3.0,-5076,-1.4,-4475,-1.2,-6056,-1.6,276052636,4.3,-22893357,-5.2,-78379,-1.3,76,5.9
"24005","1","10","71","0","2025","2","",72,12198,12064,11904,401456441,0,0,2562,"",0.60,1.73,1.71,1.69,2.41,0.00,0.00,1.41,"",-4,-5.3,-1033,-7.8,-1142,-8.6,-1289,-9.8,-36581694,-8.4,0,0.0,0,0.0,11,0.4
"24005","2","10","71","0","2025","2","",27,14143,14279,14446,262828402,0,0,1415,"",0.19,1.21,1.22,1.24,1.14,0.00,0.00,0.93,"",-1,-3.6,68,0.5,20,0.1,28,0.2,18825240,7.7,-783,-100.0,-20,-100.0,98,7.4
"24005","3","10","71","0","2025","2","",251,31016,31181,31249,530858398,18912,56,1311,"",0.74,0.87,0.86,0.88,0.90,0.00,0.00,1.03,"",2,0.8,309,1.0,301,1.0,-95,-0.3,24840203,4.9,17822,1635.0,53,1766.7,54,4.3
"24005","5","10","71","0","2025","2","",23615,312900,315883,316648,5463375246,413711290,6145410,1334,"",1.01,0.99,0.99,0.99,0.96,1.03,1.01,0.97,"",711,3.1,-4420,-1.4,-3654,-1.1,-4700,-1.5,268968887,5.2,-22910396,-5.2,-78412,-1.3,83,6.6
"24009","0","10","70","0","2025","2","",2048,22224,22660,22895,330978974,26860393,362935,1127,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",28,1.4,-223,-1.0,-139,-0.6,-496,-2.1,812353,0.2,-3129416,-10.4,11666,3.3,17,1.5
"24009","1","10","71","0","2025","2","",26,353,336,335,9492727,0,0,2139,"",2.55,0.83,0.79,0.78,1.15,0.00,0.00,1.43,"",-4,-13.3,-61,-14.7,-84,-20.0,-83,-19.9,-4577484,-32.5,0,0.0,0,0.0,-454,-17.5
"24009","2","10","71","0","2025","2","",9,337,339,339,5336202,0,0,1213,"",0.74,0.48,0.48,0.48,0.46,0.00,0.00,0.97,"",0,0.0,10,3.1,7,2.1,6,1.8,601474,12.7,0,0.0,0,0.0,112,10.2
"24009","3","10","71","0","2025","2","",31,4220,4280,4383,74093119,73134,439,1327,"",1.07,1.96,1.95,2.02,2.52,0.15,0.22,1.27,"",0,0.0,-35,-0.8,-78,-1.8,-123,-2.7,3994650,5.7,-698,-0.9,14,3.3,94,7.6
"24009","5","10","71","0","2025","2","",1982,17314,17705,17838,242056926,26787259,362496,1057,"",0.99,0.91,0.92,0.91,0.86,1.02,1.01,0.94,"",32,1.6,-137,-0.8,16,0.1,-296,-1.6,793713,0.3,-3128718,-10.5,11652,3.3,12,1.1
"24011","0","10","70","0","2025","2","",736,9109,9160,9226,124846446,9975443,140175,1048,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",3,0.4,-214,-2.3,-378,-4.0,-225,-2.4,1068223,0.9,-1407102,-12.4,-16947,-10.8,39,3.9
"24011","1","10","71","0","2025","2","",12,69,69,65,1112406,0,0,1265,"",3.27,0.40,0.40,0.37,0.36,0.00,0.00,0.91,"",0,0.0,2,3.0,2,3.0,-5,-7.1,-2487,-0.2,0,0.0,0,0.0,4,0.3
"24011","2","10","71","0","2025","2","N",6,0,0,0,0,0,0,0,"N",1.37,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24011","3","10","71","0","2025","2","N",25,0,0,0,0,0,0,0,"N",2.41,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24011","5","10","71","0","2025","2","",693,7252,7325,7349,97359814,9914934,138493,1025,"",0.97,0.93,0.94,0.93,0.92,1.02,0.99,0.98,"",3,0.4,-244,-3.3,-275,-3.6,-193,-2.6,-404531,-0.4,-1407460,-12.4,-18259,-11.6,28,2.8
"24013","0","10","70","0","2025","2","",4607,59327,59877,60248,867422890,68026011,927842,1115,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",98,2.2,303,0.5,283,0.5,-94,-0.2,38513886,4.6,-3121091,-4.4,-8260,-0.9,46,4.3
"24013","1","10","71","0","2025","2","",27,571,549,536,14589679,0,0,2033,"",1.18,0.50,0.49,0.47,0.67,0.00,0.00,1.38,"",-1,-3.6,-6,-1.0,-45,-7.6,-58,-9.8,-1165968,-7.4,0,0.0,0,0.0,-27,-1.3
"24013","2","10","71","0","2025","2","",12,1285,1295,1305,25870096,3000,78,1537,"",0.44,0.68,0.69,0.70,0.86,0.01,0.09,1.25,"",0,0.0,6,0.5,3,0.2,6,0.5,1667299,6.9,-9025,-75.1,-235,-75.1,94,6.5
"24013","3","10","71","0","2025","2","",63,7123,7110,7159,113525982,0,0,1225,"",0.97,1.24,1.23,1.26,1.47,0.00,0.00,1.19,"",0,0.0,161,2.3,122,1.7,183,2.6,9024062,8.6,0,0.0,0,0.0,73,6.3
"24013","5","10","71","0","2025","2","",4505,50348,50923,51248,713437133,68023011,927764,1079,"",1.00,1.00,1.00,0.99,0.97,1.03,1.01,0.97,"",99,2.2,142,0.3,203,0.4,-225,-0.4,28988493,4.2,-3112066,-4.4,-8025,-0.9,43,4.2
"24015","0","10","70","0","2025","2","",1982,37007,37455,37700,629653815,42404095,604094,1295,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",14,0.7,-43,-0.1,-54,-0.1,-187,-0.5,44456395,7.6,-5004238,-10.6,-94375,-13.5,94,7.8
"24015","1","10","71","0","2025","2","",29,3503,3491,3478,96718092,0,0,2131,"",2.93,4.96,4.95,4.90,6.14,0.00,0.00,1.24,"",1,3.6,227,6.9,154,4.6,114,3.4,6173279,6.8,0,0.0,0,0.0,37,1.8
"24015","2","10","71","0","2025","2","",10,570,572,575,10379854,0,0,1395,"",0.85,0.49,0.49,0.49,0.48,0.00,0.00,0.97,"",0,0.0,8,1.4,9,1.6,8,1.4,937144,9.9,0,0.0,0,0.0,107,8.3
"24015","3","10","71","0","2025","2","",43,4180,4189,4104,64034087,93412,1109,1185,"",1.54,1.17,1.15,1.15,1.14,0.13,0.33,0.99,"",0,0.0,24,0.6,18,0.4,43,1.1,2041912,3.3,52597,128.9,755,213.3,30,2.6
"24015","5","10","71","0","2025","2","",1900,28754,29203,29543,458521782,42310683,602985,1209,"",0.98,0.91,0.91,0.92,0.86,1.02,1.00,0.94,"",13,0.7,-302,-1.0,-235,-0.8,-352,-1.2,35304060,8.3,-5056835,-10.7,-95130,-13.6,104,9.4
"24017","0","10","70","0","2025","2","",3321,43358,43835,43923,648158396,52679563,742135,1141,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",42,1.3,887,2.1,721,1.7,774,1.8,31053474,5.0,-1383555,-2.6,-7242,-1.0,35,3.2
"24017","1","10","71","0","2025","2","",54,3545,3470,3440,96504946,0,0,2130,"",3.26,4.28,4.20,4.16,5.95,0.00,0.00,1.41,"",-1,-1.8,-367,-9.4,-459,-11.7,-474,-12.1,-19222209,-16.6,0,0.0,0,0.0,-142,-6.2
"24017","2","10","71","0","2025","2","",9,562,570,575,8218335,0,0,1111,"",0.46,0.41,0.41,0.42,0.37,0.00,0.00,0.88,"",0,0.0,5,0.9,12,2.2,13,2.3,825040,11.2,0,0.0,0,0.0,94,9.2
"24017","3","10","71","0","2025","2","",70,8044,8125,7940,123220060,10241,676,1179,"",1.50,1.92,1.91,1.91,2.14,0.01,0.17,1.12,"",0,0.0,625,8.4,463,6.0,603,8.2,16021632,14.9,-102489,-90.9,-2046,-75.2,76,6.9
"24017","5","10","71","0","2025","2","",3188,31207,31670,31968,420215055,52669322,741459,1022,"",0.98,0.84,0.85,0.85,0.76,1.02,1.01,0.90,"",43,1.4,624,2.0,705,2.3,632,2.0,33429011,8.6,-1281066,-2.4,-5196,-0.7,61,6.3
"24019","0","10","70","0","2025","2","",809,11876,12037,12364,160091123,14911350,245390,1018,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",7,0.9,20,0.2,-20,-0.2,-6,0.0,4146592,2.7,425151,2.9,29985,13.9,26,2.6
"24019","1","10","71","0","2025","2","",20,187,185,182,4161881,0,0,1734,"",4.96,0.82,0.82,0.78,1.04,0.00,0.00,1.29,"",0,0.0,-4,-2.1,-2,-1.1,-2,-1.1,-249416,-5.7,0,0.0,0,0.0,-77,-4.3
"24019","2","10","71","0","2025","2","",7,805,814,832,15568874,0,0,1466,"",1.45,2.14,2.15,2.17,2.80,0.00,0.00,1.30,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24019","3","10","71","0","2025","2","",21,1448,1434,1478,23654592,21126,63,1252,"",1.84,1.26,1.23,1.26,1.66,0.08,0.05,1.33,"N",-1,-4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24019","5","10","71","0","2025","2","",761,9436,9604,9872,116705776,14890224,245327,932,"",0.96,0.93,0.94,0.93,0.86,1.02,1.01,0.92,"",8,1.1,91,1.0,65,0.7,79,0.8,3957592,3.5,418913,2.9,29966,13.9,25,2.8
"24021","0","10","70","0","2025","2","",7335,108189,108772,109377,1862104889,118032059,1510792,1317,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",182,2.5,-1406,-1.3,-1636,-1.5,-1596,-1.4,-14076745,-0.8,-1086276,-0.9,15918,1.1,9,0.7
"24021","1","10","71","0","2025","2","",78,4736,4610,4614,145696559,0,0,2408,"",2.13,2.29,2.25,2.24,3.13,0.00,0.00,1.38,"",0,0.0,-155,-3.2,-309,-6.3,-322,-6.5,-10599931,-6.8,0,0.0,0,0.0,-38,-1.6
"24021","2","10","71","0","2025","2","",12,1053,1056,1064,17611142,0,0,1281,"",0.28,0.31,0.31,0.31,0.27,0.00,0.00,0.88,"",-1,-7.7,21,2.0,16,1.5,18,1.7,1489778,9.2,0,0.0,0,0.0,88,7.4
"24021","3","10","71","0","2025","2","",92,13555,13697,13440,246775797,138837,1612,1399,"",0.89,1.29,1.30,1.30,1.49,0.07,0.19,1.15,"",-3,-3.2,262,2.0,340,2.5,390,3.0,21919504,9.7,-21896,-13.6,-352,-17.9,92,7.0
"24021","5","10","71","0","2025","2","",7153,88845,89409,90259,1452021391,117893222,1509180,1248,"",1.00,0.96,0.96,0.96,0.92,1.02,1.01,0.95,"",186,2.7,-1534,-1.7,-1683,-1.8,-1682,-1.8,-26886096,-1.8,-1064380,-0.9,16270,1.1,0,0.0
"24023","0","10","70","0","2025","2","",1201,11821,12119,12225,145226105,16144866,306328,927,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",30,2.6,-306,-2.5,-224,-1.8,-127,-1.0,-442360,-0.3,-1666414,-9.4,-21941,-6.7,14,1.5
"24023","1","10","71","0","2025","2","",12,63,61,59,980197,0,0,1236,"",2.00,0.28,0.27,0.26,0.27,0.00,0.00,1.01,"",0,0.0,-3,-4.5,-7,-10.3,-8,-11.9,8054,0.8,0,0.0,0,0.0,120,10.8
"24023","2","10","71","0","2025","2","",7,265,272,272,4154042,0,0,1185,"",0.98,0.71,0.71,0.72,0.82,0.00,0.00,1.16,"",0,0.0,-2,-0.7,4,1.5,4,1.5,432180,11.6,0,0.0,0,0.0,115,10.7
"24023","3","10","71","0","2025","2","",44,1420,1404,1375,17741262,25763,78,975,"",2.60,1.24,1.20,1.19,1.37,0.09,0.05,1.14,"",-1,-2.2,-19,-1.3,-26,-1.8,97,7.6,447137,2.6,-20764,-44.6,-61,-43.9,13,1.4
"24023","5","10","71","0","2025","2","",1138,10073,10382,10519,122350604,16119103,306250,912,"",0.97,1.00,1.00,1.01,0.99,1.02,1.01,0.99,"",31,2.8,-282,-2.7,-195,-1.8,-220,-2.0,-1329731,-1.1,-1645650,-9.3,-21880,-6.7,11,1.2
"24025","0","10","70","0","2025","2","",6305,95852,97133,96412,1659455324,108589343,1534151,1323,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",158,2.6,793,0.8,1212,1.3,-46,0.0,43063845,2.7,-5103366,-4.5,5900,0.4,25,1.9
"24025","1","10","71","0","2025","2","",49,11349,11319,11320,367156581,0,0,2493,"",1.56,6.20,6.18,6.24,8.84,0.00,0.00,1.42,"",0,0.0,19,0.2,-43,-0.4,-52,-0.5,-4314236,-1.2,0,0.0,0,0.0,-24,-1.0
"24025","2","10","71","0","2025","2","",10,641,647,655,10172796,0,0,1208,"",0.27,0.21,0.21,0.22,0.18,0.00,0.00,0.83,"",0,0.0,12,1.9,17,2.7,19,3.0,993787,10.8,0,0.0,0,0.0,90,8.1
"24025","3","10","71","0","2025","2","",65,10033,10115,8896,166095238,1323,4,1320,"",0.73,1.08,1.07,0.97,1.12,0.00,0.00,1.08,"",-1,-1.5,76,0.8,178,1.8,-504,-5.4,5802643,3.6,-246,-15.7,-1,-20.0,57,4.5
"24025","5","10","71","0","2025","2","",6181,73829,75052,75541,1116030709,108588020,1534147,1148,"",1.01,0.90,0.91,0.92,0.79,1.03,1.01,0.87,"",159,2.6,686,0.9,1060,1.4,491,0.7,40581651,3.8,-5103120,-4.5,5901,0.4,31,2.8
"24027","0","10","70","0","2025","2","",11702,171972,173607,174732,3758102392,184715891,2622952,1667,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",390,3.4,-724,-0.4,-681,-0.4,-1995,-1.1,132241960,3.6,-3283894,-1.7,16552,0.6,69,4.3
"24027","1","10","71","0","2025","2","",49,1983,1862,1851,59998264,0,0,2431,"",0.84,0.60,0.57,0.56,0.64,0.00,0.00,1.10,"",-3,-5.8,-170,-7.9,-296,-13.7,-316,-14.6,-13562915,-18.4,0,0.0,0,0.0,-190,-7.2
"24027","2","10","71","0","2025","2","",13,1636,1657,1670,36656858,145615,3786,1704,"",0.19,0.30,0.30,0.31,0.28,0.11,1.59,0.92,"",0,0.0,78,5.0,87,5.5,87,5.5,3932924,12.0,134581,1219.7,3422,940.1,101,6.3
"24027","3","10","71","0","2025","2","",101,15430,15721,14787,285533166,1057,16,1434,"",0.61,0.93,0.93,0.89,0.85,0.00,0.00,0.93,"",-1,-1.0,-152,-1.0,12,0.1,-552,-3.6,4381167,1.6,-15943,-93.8,-426,-96.4,43,3.1
"24027","5","10","71","0","2025","2","",11539,152923,154367,156424,3375914104,184569219,2619150,1680,"",1.01,1.04,1.04,1.05,1.06,1.02,1.00,1.01,"",394,3.5,-480,-0.3,-484,-0.3,-1214,-0.8,137490784,4.2,-3402532,-1.8,13556,0.5,76,4.7
